molecule,fruity odor
CC1C=C(CCC1C=O)C,false
COC1=C(C=CC(=C1)CC=C)OCC2=CC=CC=C2,false
CCCCCCCCCC(=O)OCC=C,true
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C,true
CC1COC(O1)C2=CC=C(C=C2)C,true
CC(=CCCC1(C2CC3C1(C3C2)C)C)C,false
CCCCCCCC=CC(=O)O,false
CCCCC(CC)COC(=O)C1=CC=CC=C1,false
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,true
CC1CCC2=C(C(=O)OC2C1)C,false
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,true
CCCCCCC1OC(C(O1)C)C,true
CCCOC(=O)C1=CC=CC=C1N,false
COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)C=O)OC)O)C=O,true
CCOC(C1=CC2=C(C=C1)OCO2)OCC,false
CC1CC(OC(O1)CC2=CC=CC=C2)(C)C,false
CCOC(=O)CC1(OCC(O1)C)C,true
C1CC(OC1)COC(=O)CC2=CC=CC=C2,true
CCCCCCCCCC1OCC(O1)C,true
CCCCC(CC)COC(=O)CC,true
CCCCC(C(=O)C)C(=O)OCC,true
CC(C)CCCC(C)CCCC(=O)C,true
CCCCOC(=O)C(C)CCC,true
CCCCCCCCC1OCC(O1)C,true
CC1=CC=C(C=C1)CC(C)C=O,true
CC1CC=C(CC1C=O)C,false
CCCCCCCCCCCCCC(=O)OCCC(C)C,false
CCCCCOC(=O)CC(C)C,true
C1CCC(CC1)OC(=O)CC2=CC=CC=C2,true
CC1COC(O1)C2=CC=CO2,true
CCCCCC1C(CC(=O)O1)C,false
CC(C1OCCO1)C2=CC=CC=C2,false
CCC(C)COC(=O)C(C)C,true
CCOC(C)OC(=O)C,true
CCCCCCC(C)OC(=O)C,true
CC(C(=O)OCC1=CC=CC=C1)O,true
CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC,false
C1C(SCC(S1)O)O,false
CC(CCCC(C)C=O)CCC=C(C)C,false
CC1COC(O1)C(C)C,true
CC(=O)OC1CC2CC1C3C2CC=C3,false
CCCCCOC(=O)CC1=CC=CC=C1,true
CCCSCC=C,false
C1=CC=C(C=C1)C(=O)C(O)O,false
CC(=C)C1CC2C(O2)(C(=O)C1)C,false
CCCOC1=NC(=CN=C1)C,false
CCCCCOC(=O)C1=CC=CC=C1N,true
CC1COC(O1)CCSC,false
C1CCCCCC(CCCCC1)OC=O,true
CC(C)C1=CC=C(C=C1)COC(=O)C,true
CC1=NC=CN=C1SCC2=CC=CO2,false
CCCC1CCOC(S1)C,true
CC(C)C(=O)OC(C)(C)CC1=CC=CC=C1,true
CC1(CCCC(C1=O)(C)O)C,false
CCCCCOC(=O)C(C)O,true
C1CCC(CC1)OC(=O)C2=CC=CC=C2O,false
CCCCCCCCCC(OCC)OCC,true
CCCCCCCC(OCC)OCC,true
CCOC(=O)C1=CC=CC=C1NC,true
CCC(C)(C(=O)OCC)O,true
CC1CC(C=C(C2C1CC(=C(C)C)C2)C)O,false
CC(=O)OCCC1=CCC2CC1C2(C)C,true
C[C@H](CCC=C(C)C)CCO,false
CC1(CCC(=O)O1)C=C,true
CC(CCCC(=O)C)CCC=C(C)C,false
CC(=CCCC(C)(C1CO1)O)C,false
CC1(C2CC1C(=C)C(C2)O)C,false
CCC(C)SC(=O)CC(C)C,true
CCC(C)COC(=O)CC,true
CCC(C)C(=O)OCC(C)C,true
CCC(=O)C(C)CC=C(C)C,true
CCOC(C)OCCC1=CC=CC=C1,false
CCCCCC(=O)OCC(C)CC,true
CCCCCC1C(CCC1=O)CC(=O)OC,true
CCCCC(CC)C(=O)OCC,true
CCC1CCCC(=O)O1,false
CC1COC(O1)C,true
C[C@H](C1=CC=CC=C1)N(C)C,false
CCC(=O)OCCCCCCC(C)C,false
CCOCC1=NC=CN=C1,false
CCOC(=O)C1C(O1)C2=CC=C(C=C2)C,true
CC(C(=O)C)SC,false
CC(CCCC(C)(C)OC(=O)C)C=C,false
CCCCCCCCCCC(OC)OC,false
CCOC1=NC(=CN=C1)C,false
CCCCCCCCOCC=O,true
CC1=C(SC(=N1)CC(C)C)C,false
CCCC1=NC(=C(O1)C)C,false
CC1=CN=C(C(=N1)C)C(=O)C,false
CCOCC1=CC=CC=C1OC,true
CCC1=CC=C(C=C1)CC(C)(C)C=O,false
CC(C)(C)C(=O)OCCC1=CC=CC=C1,false
CCC(=O)OC(C)(C)CC1=CC=CC=C1,true
CCCC(=O)OC1=C(OC=CC1=O)C,true
CC(C)C1=NC=CN=C1SC,false
CC(C)(C=O)SSC,false
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S,false
CC(CCOC=O)CC(C)(C)C,false
CC(C)CCOCC(=O)OCC=C,true
CCCCCCC1C(CC(=O)O1)C,true
CC(=CCC(C)(C)C(OC)OC)C,true
CC(CCCC(C)(C)O)CC(N1C=CC2=CC=CC=C21)N3C=CC4=CC=CC=C43,false
CC1CC(CC(C1)(C)C)OC(=O)C,true
CCC1(C(C2CCC1(C2)C)(C)C)O,false
CCCCCOC(=O)C(C)CC,true
CC1CC(OC(O1)C)(C)C2=CC=CC=C2,false
CC1=CC(=O)[C@H](CC1)C(C)C,false
CCCCCCOC(C)OCC,false
CCCCCCC(CC)OC(=O)C,true
CCCCCCCCC(OCC)OCC,false
CC1=CC(=C(O1)C)SC(=O)C,true
CC1=C(C=CO1)SC(=O)C,false
CCCCCCCCCC(=O)OCCCCCCC,false
CCCCCCCCC(=O)OCCCCC,true
CCCCCCCCCC(C)C(OC)OC,false
CC1COC(O1)(C)CCC=C(C)C,true
CC1CCC(C(C1)OC(=O)C(C)C)C(C)C,true
CC1CCC2CC1SC2(C)C,true
CC1CCC(C(C1)C)CO,false
CC1COC(O1)C2=CC(=C(C=C2)O)OC,false
CCOC1=C(C=CC(=C1)C2OCC(O2)C)O,false
CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,true
CCCC(=O)OC1=C(CCC1=O)C,true
CC(=CCOC=O)C,true
CCC(=O)OC1=C(OC=CC1=O)C,true
CC1=CC=C2C(CCCC2(O1)C)(C)C,true
CCCCC(C)OC(=O)C,true
CC(C)CCCC(C)CC=O,false
CCCCCC(CC(=O)OCC)O,true
CCCCCCCCCCCC1CCCC(=O)O1,false
CCCCCCCCC1CCCC(=O)O1,false
CC1=CCC(CC1)C(C)(C)OC(=O)C,false
CC(C)CC(=O)OCCC(C)CCC=C(C)C,false
C=CCOC(=O)COC1CCCCC1,true
CCC(=O)OCC(C)OC(=O)CC,true
CCOC(=O)C(CC(C)C)O,true
CCCCC(=O)OC(C)(CCC=C(C)C)C=C,true
CC(C)CCCCCCCOC(=O)C,false
CC(CCCC(C)(C)OC)C=O,true
CCC=CCCC1CCC(=O)O1,true
CCC(C)COC(=O)C=C(C)C,true
CC1CC(CO1)(C)C2=CC=CC=C2,false
CCCCCC(=O)OCCC(C)CCC=C(C)C,true
CCCCCCC1CCCC1=O,true
CCOC(=O)CCC(C)C,true
CCCCCC1=CCCC1=O,true
CC(C)C1=CC=C(C=C1)C(C)C=O,false
CCC(C)SC(=O)C=C(C)C,true
CCCC(CCCC(=O)OCC)OC(=O)C,true
CCCC(C=C)OC(=O)C,true
CCCCCCOC(CCCCC)OCCCCCC,false
CC(C)CC(=O)SC(C)C,false
CC(C)SC(=O)C=C(C)C,false
CC(=O)CCCCCCC=C,true
CC(C)CCN=CCC(C)C,false
CC(=O)CCCCCCCC=C,true
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O,false
CC1=CC2=C(C=C1)OCC(=O)CO2,false
CC1=CC2=C(C=C1)C(CC=C2)(C)C,false
CCC1=C(OC(=N1)C)C,false
CC1(C2CC1C(=C)C(=O)C2)C,false
CC1=CC=CCC1,false
CCCCCCCCCC(=O)OCC(C)C,true
CCCCCCCCCC(=O)OCCC,true
CCCCCCC(C(=O)C)C(=O)OCC,true
CSCS,false
CCOC1=NC=CN=C1C,false
CCSSC,false
C=CCCCCCCCCCC(=O)O,false
C/C=C(\C)/C(=O)O,true
CC(C1CCCCC1)O,true
CCCC(=O)C(=O)CCC,true
C(S)S,false
CCSC(C)SCC,true
CCCC(C)CC=O,true
CC(C1=CC=CC=C1)S,false
CC(=O)CC(=O)OCC1=CC=CC=C1,true
CC=CSC,false
CC(=CCS)C,false
CC(C=O)C1CCC(O1)(C)C=C,false
CC(=C)C1CCC(C=C1)(C)O,false
CCCCC1OCC(O1)C,false
CCC(C)(CCC1=CC=CC=C1)OC(=O)C,true
CCCCC=CCC(=O)OCC,true
CCCCC1COCC(C1OC(=O)C)C,false
CCOC(C)OC(C)(CCC=C(C)C)C=C,false
CCCOC(=O)C(C)CC,true
C=CCCCCCCCC=O,false
CC1(CCC=C2C1CCC(C2)(C)O)C,false
COC(=O)C1=CC=CC=C1NC=O,true
CCC(C)COC(=O)C1=CC=CC=C1O,false
CCCC(=O)OCC(C)CC,true
CCC1(C2(CCCC1(CC2)C)C)O,false
CCCC(C)COC(=O)C(C)CCC,true
CSCCCCCCN=C=S,false
CC(=CCOC(=O)C=C(C)C)C,true
CC(=O)C1=NCCS1,false
CC(CCCC(=C)C)CO,false
CCC1=CC=C(S1)C=O,true
CCCC(=O)OCC(C)OC(=O)CCC,true
CCCCCCCC(C=C)O,false
CCCCCC(=O)OCSC,true
CCCCCC(=O)OCC=C(C)C,true
CC(C)C(=O)OCC=C(C)C,true
CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,true
CCOC1=NC=CN=C1C(C)C,false
CCOC(C)(CCC=C(C)C)C=C,false
CCCCCCCOCC(=O)CO,false
CCC1=NC=CN=C1SC,false
CCCCCCCC(CCCC(=O)OCC(CO)O)O,true
CCCCCCC(=O)C=C,false
CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C,false
CSCCCCCN=C=S,false
CCCCCC(OCCCC)OCCCC,false
CC(C)CC(=O)CC1=CC=CC=C1,true
CCCC(C(=O)CCC)O,false
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C,true
CCCOC(=O)CCC(=O)C,true
CCC(=O)O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C,true
CCCOC(=O)CC1=CC=CC=C1,false
CCCCCCOC(=O)CC1=CC=CC=C1,true
CC(=O)CSCC1=CC=CO1,false
COC1=CC(=CC(=C1O)OC)CC=C,false
CC(=O)CC(OC)OC,false
CC(=O)CC1=CC=CO1,true
CCCC(=O)C1=CC=CO1,false
CC(=C)CCC(=O)C,true
CCCCCCCCOC(=O)CC(C)C,true
CCCCCCCCCCC1OCC(O1)C,false
CCCCCCC(=O)OCCC,true
CCCCCCCCCCOC(=O)CC,true
CCCCCCCCCCOC(=O)CCC,true
CCCCCCCC(=O)OCCC1=CC=CC=C1,true
CC1C(OC(O1)CC2=CC=CC=C2)C,true
CCCCC(=O)C1=CC=CO1,true
C1CCCCCCCOC(=O)CCCCCC1,true
CC1COC(O1)C(C)C2=CC=CC=C2,true
C1=C(OC(=C1)C=O)CO,false
CCCC(=O)CC(=O)OCC,true
CC1=CC(=C(C(=C1)OC)O)OC,false
CCCCC(C)OC(=O)CCC,true
CCCC(=O)OCC1=CC=C(C=C1)OC,true
CCCCCCCCCCCCOC(=O)C(C)C,true
CCCC(=O)OC1CCCCC1,true
CCCCCCCCCCCCOC(=O)CCC,true
CCCCCC(=O)CC,true
CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,true
C(CCCCS)CCCCS,false
CC(CCCC(C)(C)O)CCO,false
C/C=C(\C)/C(=O)OCC1=CC=CC=C1,false
CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C,false
CCCC(=O)OCC(=C)C,true
C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2,true
C1=CC=NC(=C1)CS,false
C1=COC(=C1)COCC2=CC=CO2,false
CCCC(=O)CCCC(=O)O,true
COC(=O)CCCC1=CC=CC=C1,true
CCCCCCC1(CCC(=O)O1)C,false
CC(C)CC(=O)OC1CCCCC1,true
CC1CCC=C2C1(CC(CC2)C(=C)C)C,false
CC1=CC[C@H](C[C@H]1O)C(=C)C,false
CC(C1=CC=CC=C1)OC=O,false
CCCCCC(=O)OCC(C)OC(=O)CCCCC,true
CC1=CC(=O)C(=C(C)C)CC1,false
CCOC(=O)/C=C/C,true
CC(CCC=C(C)CCC=C(C)C)CCO,true
CC1=CC[C@H](CC1)C(=C)C,false
C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,false
C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,false
CC1=CC[C@@H](CC1)C(=C)C,false
CC(=C)[C@@H]1CCC2(C(C1)O2)C,true
CCCCC[C@H]1CCC(=O)O1,false
CCCCCCC[C@H]1CCC(=O)O1,false
CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,true
C[C@@H]1CCC2=C(C1)OC=C2C,false
CC1=CC[C@@H](C=C1)C(C)C,false
C[C@@H]1CCC(=C(C)C)C(=O)C1,false
CC1=CC[C@@H](CC1)C(C)(C)O,false
C[C@H]1CC[C@@H](C(=O)C1)C(C)C,false
C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,false
C1=CC=C(C=C1)/C=C/C(=O)O,false
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,false
C1=CC=C(C=C1)CCCC2=CC=CC=N2,false
CCCCCCC(=O)OCCCCCC,true
CC1(C2CCC1(C(C2)OC=O)C)C,false
CCCC(CCOC(=O)C)S,true
CSCC1=CC=CO1,false
CCCCCCCC(CC)O,false
CC1=C(C(CCC1)(C)C)CCC(=O)C,true
CCC(C)C1=NC=CS1,false
CCOC(=O)C(C)S,true
CCC1=CN=C(S1)C,false
CCCCCCOC(=O)C(C)O,true
CC(C)CCOC(=O)C(C)C,true
CSCCCCO,true
CC(C)C(C)S,false
CCCC(C)C(=O)OC,true
CSC1=NC=CN=C1,false
CCC(C)C1=NC=CN=C1OC,false
CC(=O)C1=NC=CS1,false
CC(CCS)S,false
CCC(C)C(=O)OCCC1=CC=CC=C1,true
CC1=CC(=C(S1)C)C(=O)C,false
CC(=O)C1=CCCCN1,false
CCCCCCCCCC1CCCC(=O)O1,false
CC(=O)C1=NCCCC1,false
CCC(C)C(=O)OCCC(C)C,true
CC1=CN=CC(=N1)OC,false
CCCCCCCCOC(=O)C(C)CC,true
CC1CC(=O)CO1,false
CC(C)(CCO)S,false
CC1=C(SC(=N1)C)C(=O)C,false
CCC1=CC=C(S1)C,true
CCCCCC(CC)OC(=O)C,false
CCC(=O)CO,false
CCCCCCCCOC(=O)CCCCCC,true
CCCC(CCO)S,true
CCCCC1=CC=C(S1)CC,true
CCCCCC(C)S,false
CCCCSSCC,false
CC(C)COC(=O)C1=CC=CC=C1NC,true
CCC(C)C(=O)OC(C)C,true
CCOC(=O)CCCCCCCC=C,true
CC(C)CCOC(=O)CCC(=O)C,true
CCCCCCCCC(=O)OCCCCCCC,false
CCCCSSCCC,false
CCCCCSSC,false
C1=CSC(=C1)S,false
CCCCCCCCC(=O)OCCC(C)C,true
CC(C)COC(=O)CC(=O)C,true
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N,false
CCC1=NC(=C(S1)C)C,false
CCCOC(=O)C(=O)C,true
CCCC1=CC(=C(C(=C1)OC)O)OC,false
CCCSSSCC=C,false
CCSSSC,false
CC(S)SC,false
CC(C)(CCOC)S,false
CC(C)(CCOC=O)S,false
CC1=C(C=CO1)SSC2=C(OC=C2)C,false
CCOC1=C(C=CC(=C1)C(C)C)C,false
CC(CC(=O)C)S,false
CCC1=C(C(=O)CC1C)O,false
CC=CSSSC,false
CCCCCC(CC(=O)OC)OC(=O)C,true
CC(=C)C1=CC(=NC=C1)C(=O)C,false
CC(=C)C1=NC=CC(=C1)C(=O)C,false
CCCCCC(C)OC(=O)CCC,true
CCC(=O)C(C)S,false
CC(=O)CCC(=O)OCC=C,true
CC1CCC2=NC(=CN=C12)C,false
CCCCCC(=O)OCCC(CCC)S,true
CCCCC(CC)OC(=O)C,true
CC(C)CCOC(=O)C(=O)C,true
CCCC(CCOC(=O)CCC)S,true
CC(C)CCOC(=O)CCC1=CC=CO1,true
CCCCCCCOC(=O)C(C)CC,true
CC(C(C)S)S,false
CCCCCCCCCC(=O)OCCCCC,true
CCCC(=O)OCC1CCCO1,true
CCCCOC(C)OCC,true
C1=COC(=C1)COC=O,false
CCOC(=O)CCSCC1=CC=CO1,false
CC1CCC(C(C1)O)C(C)(C)O,true
CCCCCC(=O)OCC1=CC=CO1,false
CCCCCCC(=O)OCC1=CC=CO1,true
CCCCCCCC1OCC(O1)C,false
CCC(C)CC(=O)OCC,true
CCC(C(=O)OC)SC,true
C=CCC(C=O)C1=CC=CC=C1,true
CCCCCC(=O)OC(C)(CCC=C(C)C)C=C,true
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,true
CCCC(=O)OC(C)C1=CC=CC=C1,true
CC1=C(C(CC=C1)(C)C)CCC(=O)C,false
CCCC(=O)OC(C)(C)C1CCC(=CC1)C,true
CC1=CN=C(C(=N1)C)CC(C)C,false
CC1=C(C(CCC1)(C)C)CCC(C)O,false
CCN1C=CC=C1C=O,false
CC1=CC(=C(O1)C(=O)C)C,false
CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,false
CCCCCCCCCOC(=O)CCCCCCC,false
CC1COC(O1)C2=CC=CC=C2,true
CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,true
CC/C=C/CC/C=C/C=O,false
C/C=C/C(=O)O,false
C[C@@H](CCC[C@@H](C)CCC/C(=C/COC(=O)C)/C)CCCC(C)C,true
C1=CC=C(C=C1)/C=C/C=O,false
COC(=O)/C=C/C1=CC=CC=C1,true
CCCCCCOC(=O)/C(=C/C)/C,true
C/C=C/C1=CC=C(C=C1)OC,false
C/C=C/C=C/C=O,true
CC(=CCC/C(=C/CO)/C)C,true
CCOC(=O)/C=C/C1=CC=CC=C1,false
C/C=C/C1=CC(=C(C=C1)OC)OC,false
CC(=CCC/C(=C/C=O)/C)C,true
CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,true
C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,false
CC/C=C/C(=O)O,true
C/C=C/C(=O)OC,true
CCOC(=O)/C=C/C(=O)OCC,true
CC(=CCC/C(=C/CC/C(=C/COC(=O)C)/C)/C)C,false
C/C=C/CCCO,true
C/C=C/C=C/CO,true
COC1=CC=C(C=C1)/C=C/C=O,false
C=CCOC(=O)/C=C/C1=CC=CC=C1,true
CC(C)/C=C/C(=O)O,true
CC1=CC(=C(O1)C)SSC2=C(OC(=C2)C)C,false
CC/C=C/CC=O,true
CC/C=C\CC/C=C/C=O,false
CC(=CCC/C(=C\C=O)/C)C,true
CC(=CCC/C(=C\CO)/C)C,false
C/C=C(/C)\C(=O)O,false
CC/C=C\CC=O,true
CCOC(=O)C(C)C(C)O,true
CCOC(=O)/C=C/C1=CC=CO1,true
CC(C)COC(=O)/C=C/C1=CC=CC=C1,true
C/C=C/C1=CC(=C(C=C1)OC(=O)C)OC,true
C[C@]12CC[C@H](C1)C(C2=O)(C)C,false
CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,false
CC/C=C\CC1=C(CCC1=O)C,true
CC/C=C/CC1=C(CCC1=O)C,false
CC(=CCC/C(=C\COC(=O)C)/C)C,true
CC(=CCC/C(=C/COC(=O)C)/C)C,true
CC(=CCC/C(=C/CCC(=O)C)/C)C,true
CCOC(=O)/C=C/C=C/C,true
CCCCCC/C(=C\C1=CC=CC=C1)/C=O,true
C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,false
CC(=CCC/C(=C/C#N)/C)C,true
C/C=C\C(=O)C1=C(CCCC1(C)C)C,true
CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C,false
CCCCC/C(=C/C1=CC=CC=C1)/C=O,false
C[C@@H]1CCO[C@@H](C1)C=C(C)C,false
CC(=CCC/C(=C/C=C/C(=O)C)/C)C,true
CC(=C)[C@H]1CCC(=CC1)C=O,false
CC(C1=CC=CS1)S,false
CCC/C=C/COC(=O)C,true
CC1=C(OC2=CC=CC=C12)C,false
CCCCC1=NC=CS1,false
CCCC(CC=O)SC,false
CCOC(=O)C(C)(C)SC,true
CCOC1=C(OC(C1=O)C)C,true
CCOC(=O)CC(C)CC(C)(C)C,true
CCCCCCCCC=COC,true
CCCCCCCCCOC(=O)C1=CC=CC=C1N,false
CCCCCC(C)(CC(C)C)O,true
CCCC(=O)OCSC,true
CC(C)CCCCCCCCCCC=O,true
CC1CCC2=C(C(=O)OC2=C1)C,false
CCOC(=O)CC(C)SCC,true
CCCC(=O)OCCC1=C(N=CS1)C,false
CCCCCC(=O)OCCC1=C(N=CS1)C,false
CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,true
CC1C=CCCC1(C)C=O,false
CC(C)CC(=O)OC1=C(C=C(C=C1)CC=C)OC,true
CC1CCCC(=O)C1=O,false
CC1=C(C(=O)C=CO1)OC(=O)C(C)C,true
CCOCC1=CC=CC=C1O,false
C1CCCCC=CCCCCC(=O)OCCCC1,true
CCC1=CC=CC=C1S,false
CCCC1CC(=CC(=O)C1)C,false
CCOC(=O)COC1=CC=C(C=C1)C,true
CC1C(=NC(S1)CC(C)C)C,false
CC(=O)OCCSC,true
CC1=C(C(=O)CO1)O,false
CCCCCC=C1CCCC1=O,true
CC(=O)CC(C)(C)SC,true
CCCCOCC1=CC(=C(C=C1)O)OC,true
CCCOC(=O)/C=C/C1=CC=CC=C1,false
CCOC(=O)/C=C\C(=O)OCC,true
CC(C)OC(=O)/C=C/C1=CC=CC=C1,true
CCCCOC(=O)/C=C/C1=CC=CC=C1,true
CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,true
C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,true
C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,false
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,false
COC1=C(C=CC(=C1)/C=C/C=O)O,false
CC(=CCC/C(=C/CC/C(=C/C=O)/C)/C)C,false
CCCCC/C=C\C=C\C(=O)OCC,true
CCOC(=O)/C(=C/C)/C,true
CC/C=C\CCO,false
CCC/C=C/C=O,true
C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,false
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,false
CC(=CCC/C(=C/CCC(=C)C=C)/C)C,false
C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,false
C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,false
C/C(=C/CCC1(C2CCC(C2)C1=C)C)/CO,false
C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,false
C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,true
CC(=CC/C=C(\C)/C=C)C,false
CC1=CCCC(C1/C=C/C(=O)C)(C)C,true
CC(=CCC/C(=C/COC=O)/C)C,true
CC(=O)OC/C=C/C1=CC=CC=C1,true
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,true
CCC/C=C/C(=O)O,true
CCCC/C=C/C(=O)O,true
CCCCC/C=C/C(=O)O,false
CCCC/C=C/CC(=O)O,true
CC/C=C\CCCC(=O)O,true
CCCC/C=C/C=O,true
CCCCC/C=C/C=O,false
C/C=C/CCCCC=O,true
CCC/C=C/C=C/C=O,true
CCCCCC/C=C/C=O,false
CCCC/C=C/CCC=O,true
CCCC/C=C/C=C/C=O,false
CCCCCCC/C=C/C=O,false
CCC/C=C/CCCCC=O,false
CCCCC/C=C/C=C/C=O,false
CCCCCCCC/C=C/C=O,true
CCCCCCCCC/C=C/C=O,true
CCCCCCCCCC/C=C/C=O,false
CCCCCCCCCCC/C=C/C=O,false
CCCCCCCC/C=C/CCCCCCCC=O,false
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,false
C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N,true
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,false
CCCCCCCC/C=C\CCCCCCCCO,false
CC/C=C/CCO,true
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,false
CCCCCC/C=C/C(=O)O,false
C1CCC/C=C\CCCCCCCC(=O)CCC1,false
CCCCC/C=C/C(=O)C,true
CCOC(=O)/C=C(\C)/CCC=C(C)C,false
CCCC/C=C/CO,false
CCC/C=C/CO,true
CCCCC/C=C/C=C/C(=O)NCC(C)C,false
CCCCC/C=C/CO,false
CCCSSSC,false
CC(=CC/C=C(/C)\C=C)C,false
CCCSS/C=C/C,false
C/C=C(\C)/C=O,true
C/C=C/C=C/C(=O)OC,true
CCC/C=C\CO,false
C/C=C\C(C)C,true
CC1COC(O1)/C=C(\C)/CCC=C(C)C,false
CCCC(=O)OC/C=C(/C)\CCC=C(C)C,true
CCCCCCCC(=O)OCC/C=C\CC,true
CCCCC/C=C\CCC(=O)OC,true
CCCCC/C=C\CC1CCC(=O)O1,true
CC(=CCC/C(=C/C(OC)OC)/C)C,false
CCCC(=O)OCC/C=C\CC,true
CCCCOC(=O)/C(=C/C)/C,true
CCC/C=C/COC(=O)C(C)CC,true
CCC/C=C/COC(=O)CC(C)C,true
CCC/C=C/COC(=O)CCC,true
CCC/C=C/COC(=O)CC,true
CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,true
CC/C=C\CCOC(=O)C(C)C,true
CCCCCC(=O)OCC/C=C\CC,true
CC/C=C/CCOC(=O)C,true
CCC/C=C\CCC(=O)OCC,true
CCOC(=O)CC/C=C/CC=C,true
CCC/C=C/CCC(=O)OCC,true
CCCCC/C=C/CCO,false
CCCCC/C=C\CCCOC(=O)C,true
CCC/C=C\CCCO,true
CC/C=C\CCCCO,true
CCCCCCCCC/C=C/CO,false
CCC/C=C/COC=O,true
CCCCCC(=O)OC/C=C/CCC,true
CCCCC(=O)OC/C=C/CCC,true
CC(=CCC/C(=C/COC(=O)C1=CC=CC=C1)/C)C,false
CC(=O)/C=C/C1=CC(=C(C=C1)O)OC,false
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,false
CCCCCC/C=C\C=O,false
CCCCCCC/C=C\C=O,false
C1=CC=C(C=C1)/C=C/COC=O,true
CC/C=C\CC(=O)O,true
CCCC(=O)OC/C=C/C1=CC=CC=C1,true
C1CCC/C=C\CCCCCCOC(=O)CCC1,true
COC(=O)/C=C/C1=CC=CO1,true
CCC(=O)OC/C=C/C1=CC=CC=C1,true
CC(C)C(=O)OC/C=C/C1=CC=CC=C1,true
CCC(=O)OC/C=C(\C)/CCC=C(C)C,true
CCCCCOC(=O)/C=C/C1=CC=CC=C1,false
CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,true
CCCC(=O)OC/C=C(\C)/CCC=C(C)C,true
CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,false
C/C(=C/C1=CC=CC=C1)/C(=O)C,true
CCCCCC(=O)OC/C=C/C1=CC=CC=C1,true
C/C=C(/C)\C(=O)OC,true
CC(=CCC/C(=C\CC[C@@](C)(C=C)O)/C)C,false
C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,false
C1CCC(CC1)OC(=O)/C=C/C2=CC=CC=C2,true
CCCC/C=C/C(C)O,false
CCCCC(CO)C(=O)C,true
CC1=C(SC(=N1)C)C=C,false
CCC(C)C1N=C(C(S1)C)C,false
CC(C)/C=C(\C)/C(=O)O,true
CC1=NC=CC(=N1)C(=O)C,false
CCCCC/C=C(\C)/C=O,true
CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C,true
